숲길명,장소명,위도,경도
서울둘레길 3코스,고덕역 버스정류장,37.554993,127.155022
서울둘레길 3코스,고덕 일자산코스 인증장소,37.555176,127.156761
서울둘레길 3코스,산악자전거 이용자제 안내,37.555157,127.157234
서울둘레길 3코스,화장실,37.478584,127.117172
서울둘레길 3코스,송파둘레길,37.478058,127.117393
서울둘레길 3코스,탄천고가교 아래,37.478115,127.117691
서울둘레길 3코스,버들1교 아래,37.476707,127.123299
서울둘레길 3코스,화장실,37.476128,127.128586
서울둘레길 3코스,알록달록 미술놀이터,37.48436,127.134583
서울둘레길 3코스,공터,37.486336,127.135582
서울둘레길 3코스,등나무쉼터,37.488689,127.136002
서울둘레길 3코스,장지근린공원,37.489193,127.136093
서울둘레길 3코스,정자,37.489948,127.136581
서울둘레길 3코스,흔들의자,37.502487,127.136726
서울둘레길 3코스,성내제6교,37.503967,127.136597
서울둘레길 3코스,성내제7교,37.505566,127.136597
서울둘레길 3코스,정자,37.50967,127.136101
서울둘레길 3코스,정자,37.511478,127.135689
서울둘레길 3코스,오금3교,37.514046,127.134369
서울둘레길 3코스,쉼터,37.502678,127.136665
서울둘레길 3코스,물빛다리,37.501984,127.136864
서울둘레길 3코스,벚꽃나무 낙옆,37.500431,127.139534
서울둘레길 3코스,거여공원 쉼터,37.497181,127.141441
서울둘레길 3코스,거여공원 단풍,37.496807,127.141396
서울둘레길 3코스,거여공원 입구,37.49641,127.142235
서울둘레길 3코스,장사바위,37.483776,127.134178
서울둘레길 3코스,송파 글마루도서관,37.481236,127.130943
서울둘레길 3코스,둘레길 방향 안내,37.480099,127.130997
서울둘레길 3코스,둘레길 방향 안내,37.479179,127.13221
서울둘레길 3코스,둘레길 안내,37.47842,127.133148
서울둘레길 3코스,장지천,37.476727,127.13044
서울둘레길 3코스,산책로,37.493294,127.138565
서울둘레길 4코스,양재시민의숲 단풍,37.468117,127.037437
서울둘레길 4코스,양재시민의숲 버마상공피폭희생자 위령탑,37.467628,127.037376
서울둘레길 4코스,양재시민의숲 단풍,37.467613,127.037827
서울둘레길 4코스,양재시민의숲 화장실,37.467426,127.037735
서울둘레길 4코스,쉄터7,37.48317,127.099533
서울둘레길 4코스,쉄터6,37.483459,127.100716
서울둘레길 4코스,쉄터5,37.483871,127.101311
서울둘레길 4코스,쉄터4,37.484516,127.101746
서울둘레길 4코스,쉄터3,37.484695,127.10186
서울둘레길 4코스,쉄터2,37.485306,127.101402
서울둘레길 4코스,쉄터1,37.48616,127.101997
서울둘레길 4코스,쉼터,37.483917,127.101257
서울둘레길 4코스,둘레길 방향 정보,37.484852,127.101616
서울둘레길 4코스,쉼터,37.485252,127.101357
서울둘레길 4코스,쉼터,37.486107,127.101921
서울둘레길 4코스,산불진화장비 보관함,37.486172,127.101959
서울둘레길 4코스,수서역 버스 정류장,37.487606,127.10289
서울둘레길 4코스,개포입구,37.474201,127.058609
서울둘레길 4코스,갈림길,37.482807,127.098915
서울둘레길 4코스,갈림길,37.48085,127.097672
서울둘레길 4코스,갈림길,37.478733,127.086449
서울둘레길 8코스,쉼터,37.615486,126.988274
서울둘레길 4코스,갈림길 6,37.485119,127.101471
서울둘레길 4코스,갈림길 15,37.479168,127.098145
서울둘레길 4코스,갈림길 16,37.477959,127.097832
서울둘레길 4코스,갈림길 19,37.477291,127.093071
서울둘레길 4코스,갈림길 20,37.47731,127.092087
서울둘레길 4코스,갈림길,37.477558,127.075806
서울둘레길 4코스,갈림길,37.477612,127.075317
서울둘레길 4코스,갈림길,37.478359,127.072456
서울둘레길 4코스,갈림길,37.470997,127.067467
서울둘레길 4코스,갈림길,37.478539,127.074028
서울둘레길 4코스,갈림길,37.478703,127.073112
서울둘레길 4코스,갈림길,37.471989,127.072197
서울둘레길 4코스,갈림길,37.471317,127.068062
서울둘레길 4코스,갈림길,37.47081,127.06678
서울둘레길 4코스,쉄터,37.471535,127.059196
서울둘레길 4코스,갈림길,37.471981,127.061142
서울둘레길 4코스,갈림길,37.473274,127.059242
서울둘레길 4코스,갈림길,37.473724,127.056618
서울둘레길 4코스,갈림길,37.47187,127.053551
서울둘레길 4코스,갈림길,37.47118,127.054428
서울둘레길 4코스,갈림길,37.468758,127.051285
서울둘레길 4코스,갈림길,37.467964,127.051147
서울둘레길 4코스,갈림길,37.467216,127.050957
서울둘레길 4코스,갈림길,37.465904,127.04882
서울둘레길 4코스,갈림길,37.462185,127.050056
서울둘레길 4코스,갈림길,37.46167,127.049751
서울둘레길 4코스,갈림길,37.461494,127.049034
서울둘레길 4코스,갈림길,37.469032,127.037262
서울둘레길 4코스,갈림길,37.476345,127.018051
서울둘레길 4코스,갈림길,37.460686,127.048019
서울둘레길 4코스,갈림길,37.460339,127.047585
서울둘레길 4코스,갈림길,37.474106,126.98172
서울둘레길 4코스,갈림길,37.467281,127.038254
서울둘레길 4코스,갈림길,37.469028,127.037323
서울둘레길 4코스,갈림길,37.473316,127.029236
서울둘레길 4코스,갈림길,37.474598,127.027191
서울둘레길 4코스,갈림길,37.476162,127.023575
서울둘레길 4코스,갈림길,37.477852,127.016663
서울둘레길 4코스,길옆 벤치,37.470993,127.069214
서울둘레길 4코스,길가 벤치들,37.470554,127.068138
서울둘레길 4코스,갈림길,37.478848,127.017403
서울둘레길 4코스,길옆 벤치,37.469933,127.065903
서울둘레길 4코스,작은공터,37.468018,127.053223
서울둘레길 4코스,쉼터,37.475929,127.023994
서울둘레길 4코스,갈림길 13,37.480927,127.097755
서울둘레길 4코스,둘레길에서 바라본 전망,37.47575,127.024445
서울둘레길 4코스,쉼터(어번캔버스:경부-43):범죄예방/경관개선,37.473644,127.03067
서울둘레길 4코스,지식서재,37.470554,127.035721
서울둘레길 4코스,기념관 주차장,37.469307,127.036682
서울둘레길 4코스,윤봉길의사 기념관,37.469322,127.036713
서울둘레길 4코스,신분당선 양재시민의 숲역 5번출구,37.469425,127.038559
서울둘레길 4코스,갈림길,37.479233,127.016151
서울둘레길 4코스,갈림길,37.47913,127.015831
서울둘레길 4코스,갈림길,37.473934,127.003731
서울둘레길 4코스,갈림길,37.469818,126.992554
서울둘레길 4코스,쉄터,37.47039,127.067642
서울둘레길 4코스,쉄터,37.470161,127.066689
서울둘레길 4코스,쉄터,37.470982,127.059753
서울둘레길 4코스,쉄터 및 운동기구,37.472092,127.059288
서울둘레길 4코스,쉄터,37.472267,127.059647
서울둘레길 4코스,쉄터,37.473267,127.059189
서울둘레길 4코스,쉄터,37.473473,127.059204
서울둘레길 4코스,5호선 수서역 5번출구(날머리),37.487331,127.102318
서울둘레길 4코스,남태령 제2소공원,37.472103,126.982651
서울둘레길 4코스,3호선 수서역 6번출구(들머리),37.486839,127.101791
서울둘레길 4코스,버스정류장,37.486721,127.102005
서울둘레길 4코스,4코스 1구간 인증장소,37.486507,127.102333
서울둘레길 4코스,둘레길 방향 정보,37.486404,127.102249
서울둘레길 4코스,야생동물 먹이양보/ 벌 쏘임주의,37.486179,127.102043
서울둘레길 4코스,쌍봉약수터,37.478477,127.093887
서울둘레길 4코스,약수터  판정표,37.478497,127.093826
서울둘레길 4코스,갈림길,37.47134,127.0541
서울둘레길 4코스,갈림길,37.470798,127.067558
서울둘레길 4코스,갈림길,37.476913,127.013306
서울둘레길 4코스,갈림길,37.476856,127.012962
서울둘레길 4코스,갈림길,37.476933,127.010498
서울둘레길 4코스,갈림길,37.475998,127.009888
서울둘레길 4코스,수서역6번출구,37.486511,127.102287
서울둘레길 4코스,토종닭,37.48666,127.102196
서울둘레길 4코스,수서역 6번출구,37.486797,127.101898
서울둘레길 4코스,산불감시CCTV,37.472019,127.072197
서울둘레길 4코스,쉼터,37.481827,127.097755
서울둘레길 4코스,쉼터,37.478661,127.072853
서울둘레길 4코스,쉼터,37.478909,127.01519
서울둘레길 4코스,갈림길,37.473186,126.986649
서울둘레길 4코스,갈림길,37.469566,126.992958
서울둘레길 4코스,쉼터,37.476833,127.019669
서울둘레길 4코스,둘레길 방향 정보,37.465446,127.038895
서울둘레길 4코스,갈림길,37.470955,127.067108
서울둘레길 4코스,둘레길 방향 정보,37.465385,127.038918
서울둘레길 4코스,양재천,37.460609,127.047539
서울둘레길 4코스,둘레길 방향 정보,37.462883,127.049927
서울둘레길 4코스,둘레길 방향 정보,37.463402,127.050003
서울둘레길 4코스,쉼터,37.467113,127.05085
서울둘레길 4코스,쉼터,37.469643,127.053101
서울둘레길 4코스,쉼터,37.469925,127.053413
서울둘레길 4코스,쉼터,37.473057,127.058273
서울둘레길 4코스,쉼터,37.473225,127.059074
서울둘레길 4코스,약수터 쉼터,37.472076,127.060089
서울둘레길 4코스,약수터 판정표,37.472095,127.060074
서울둘레길 4코스,개암약수터,37.472107,127.06012
서울둘레길 4코스,쉼터,37.47237,127.060547
서울둘레길 4코스,산불감시초소,37.472031,127.061127
서울둘레길 4코스,쉼터,37.470776,127.066803
서울둘레길 4코스,쉼터,37.471287,127.068047
서울둘레길 4코스,쉼터,37.472122,127.070877
서울둘레길 4코스,쉼터,37.472092,127.072472
서울둘레길 4코스,쉼터,37.484642,127.101753
서울둘레길 4코스,쉼터,37.475143,127.073463
서울둘레길 4코스,길옆 벤치,37.471081,127.070221
서울둘레길 4코스,둘레길 안내,37.475113,127.073364
서울둘레길 4코스,둘레길 방향 정보,37.478317,127.072433
서울둘레길 4코스,밤나무,37.478542,127.073845
서울둘레길 4코스,숲속대피소,37.478481,127.074066
서울둘레길 4코스,둘레길 단풍,37.47831,127.074181
서울둘레길 4코스,불국사 화장실,37.477554,127.075615
서울둘레길 4코스,쉼터,37.475868,127.080559
서울둘레길 4코스,개암약수터,37.471859,127.060181
서울둘레길 4코스,계단식 쉼터,37.471828,127.060524
서울둘레길 4코스,바위공터,37.471661,127.061806
서울둘레길 4코스,성지약수터,37.475838,127.080421
서울둘레길 4코스,쉼터,37.477192,127.081047
서울둘레길 4코스,실로암 약수터,37.47723,127.08107
서울둘레길 4코스,둘레길 방향 정보,37.477295,127.081215
서울둘레길 4코스,돌탑 전망대 쉼터,37.478687,127.086082
서울둘레길 4코스,갈림길,37.471947,127.059914
서울둘레길 4코스,갈림길,37.471611,127.061203
서울둘레길 4코스,갈림길,37.470737,127.066544
서울둘레길 4코스,갈림길,37.46907,126.994637
서울둘레길 4코스,갈림길,37.468735,127.000259
서울둘레길 4코스,갈림길,37.468243,127.001282
서울둘레길 8코스,독박골.북한산래미안아파트,37.610718,126.939774
서울둘레길 4코스,갈림길,37.470734,127.002472
서울둘레길 4코스,갈림길,37.474411,127.003944
서울둘레길 4코스,갈림길,37.476055,127.006615
서울둘레길 4코스,갈림길,37.476551,127.00766
서울둘레길 4코스,갈림길,37.477467,127.07769
서울둘레길 4코스,갈림길,37.477219,127.08062
서울둘레길 4코스,갈림길,37.477295,127.081215
서울둘레길 4코스,갈림길,37.477386,127.082024
서울둘레길 4코스,갈림길,37.478848,127.086754
서울둘레길 4코스,갈림길,37.478539,127.089104
서울둘레길 4코스,갈림길,37.479057,127.098053
서울둘레길 4코스,갈림길,37.486622,127.102249
서울둘레길 4코스,갈림길,37.470821,127.066856
서울둘레길 4코스,작은공터,37.469151,127.052689
서울둘레길 4코스,작은공터,37.4697,127.053993
서울둘레길 4코스,계단 중간 쉼터,37.473679,127.058907
서울둘레길 4코스,우면산 성뒤골 고개,37.469563,126.992882
서울둘레길 4코스,갈림길,37.470158,127.067299
서울둘레길 4코스,갈림길 79,37.472153,127.059654
서울둘레길 4코스,갈림길 61,37.470291,127.067184
서울둘레길 4코스,갈림길 59,37.470524,127.067841
서울둘레길 4코스,갈림길 56,37.471931,127.072266
서울둘레길 4코스,갈림길,37.47007,127.066696
서울둘레길 4코스,갈림길,37.467144,127.051376
서울둘레길 4코스,갈림길,37.467834,127.05159
서울둘레길 4코스,갈림길,37.468681,127.05204
서울둘레길 4코스,갈림길,37.471867,127.053787
서울둘레길 4코스,갈림길,37.473583,127.057068
서울둘레길 4코스,갈림길,37.473305,127.059181
서울둘레길 4코스,갈림길,37.474266,126.981689
서울둘레길 4코스,갈림길,37.473305,126.982643
서울둘레길 4코스,약수터 판정표,37.468204,127.001396
서울둘레길 4코스,둘레길 방향 정보,37.471821,127.002365
서울둘레길 4코스,위험경고,37.476299,127.007019
서울둘레길 4코스,위험경고,37.475998,127.009842
서울둘레길 4코스,예술의전당 전망,37.477272,127.012321
서울둘레길 8코스,갈림길,37.644878,127.003792
서울둘레길 4코스,대성사,37.47691,127.013603
서울둘레길 4코스,위험경고,37.47781,127.01445
서울둘레길 4코스,갈림길,37.476898,127.01358
서울둘레길 4코스,신분당선 양재시민의 숲역 5번출구(날머리),37.469234,127.037781
서울둘레길 4코스,백마부대 충혼탑,37.468609,127.037537
서울둘레길 4코스,갈림길,37.473164,127.029243
서울둘레길 4코스,갈림길,37.473106,127.029732
서울둘레길 4코스,갈림길,37.471008,127.033264
서울둘레길 4코스,갈림길,37.471474,127.033554
서울둘레길 4코스,갈림길,37.47295,127.029434
서울둘레길 4코스,갈림길,37.473576,127.03096
서울둘레길 4코스,둘레길 전경,37.466026,127.038429
서울둘레길 4코스,갈림길,37.460487,127.047913
서울둘레길 4코스,갈림길,37.461624,127.049706
서울둘레길 4코스,갈림길,37.472149,127.071045
서울둘레길 4코스,갈림길,37.460396,127.047791
서울둘레길 4코스,대모산 유아숲  체험장,37.4785,127.074005
서울둘레길 4코스,대모산 유아숲,37.478233,127.07431
서울둘레길 4코스,화장실,37.478523,127.074059
서울둘레길 4코스,불국사,37.477535,127.07547
서울둘레길 4코스,약수터 판정표,37.475838,127.080444
서울둘레길 4코스,약수터 판정표,37.477203,127.081039
서울둘레길 4코스,서울둘레길 우회로 길안내,37.477287,127.081207
서울둘레길 4코스,쉼터,37.473713,127.029251
서울둘레길 4코스,유아숲체험원,37.477299,127.081314
서울둘레길 4코스,둘레길 방향 정보,37.477379,127.084244
서울둘레길 4코스,인수천약수터,37.478024,127.084335
서울둘레길 4코스,돌탑전망대에서 바라본 전망,37.478619,127.086121
서울둘레길 4코스,둘레길 방향정보,37.47831,127.089554
서울둘레길 4코스,둘레길 방향 정보,37.478416,127.092278
서울둘레길 4코스,쉄터,37.471004,127.068542
서울둘레길 4코스,쉄터,37.471085,127.069809
서울둘레길 4코스,쉄터,37.471966,127.072662
서울둘레길 4코스,갈림길,37.478535,127.094093
서울둘레길 4코스,갈림길,37.473946,126.981789
서울둘레길 4코스,난간 낙하주의,37.47868,127.086136
서울둘레길 4코스,돌탑전망대,37.478622,127.086113
서울둘레길 4코스,둘레길 단풍,37.478352,127.089615
서울둘레길 4코스,쉼터,37.478638,127.092445
서울둘레길 4코스,쉼터,37.478817,127.092873
서울둘레길 4코스,약수터 쉼터,37.478523,127.093834
서울둘레길 4코스,둘레길 단풍,37.478539,127.094093
서울둘레길 4코스,쉼터,37.47451,127.004074
서울둘레길 4코스,화장실,37.474499,127.004089
서울둘레길 4코스,둘레길 단풍,37.463741,127.049751
서울둘레길 4코스,쉼터,37.47858,127.094162
서울둘레길 4코스,쉼터,37.479252,127.098137
서울둘레길 4코스,쉼터,37.483486,127.100609
서울둘레길 4코스,쉼터,37.474083,127.003723
서울둘레길 4코스,생태서식공간,37.473797,127.0037
서울둘레길 4코스,쉼터,37.471821,127.002396
서울둘레길 4코스,화장실,37.471504,127.002419
서울둘레길 4코스,쉼터,37.47036,127.002388
서울둘레길 4코스,쉼터,37.470268,127.001938
서울둘레길 4코스,쉼터,37.469086,127.001938
서울둘레길 4코스,쉼터,37.46825,127.00135
서울둘레길 4코스,성산약수터,37.468269,127.001274
서울둘레길 4코스,음수대,37.467506,127.037857
서울둘레길 4코스,쉼터,37.468685,127.000023
서울둘레길 4코스,쉼터,37.469318,126.997681
서울둘레길 4코스,쉼터,37.469013,126.994629
서울둘레길 4코스,쉼터,37.469009,126.993896
서울둘레길 4코스,쉼터,37.469803,126.990143
서울둘레길 4코스,둘레길 방향 정보,37.471016,126.988274
서울둘레길 4코스,매봉 방향 전망,37.472488,126.98822
서울둘레길 4코스,쉼터,37.473019,126.987015
서울둘레길 4코스,서울둘레길 4코스2구간 인증장소,37.473137,126.986824
서울둘레길 4코스,쉼터,37.473175,126.986725
서울둘레길 4코스,둘레길 방향 정보,37.473518,126.986359
서울둘레길 4코스,둘레길 방향 정보,37.473133,126.984917
서울둘레길 4코스,쉄터11,37.477932,127.097801
서울둘레길 4코스,모아 카페,37.473587,126.98365
서울둘레길 4코스,화장실,37.474186,127.058426
서울둘레길 4코스,쉄터10,37.479263,127.098213
서울둘레길 4코스,쉄터8,37.481857,127.097893
서울둘레길 4코스,둘레길 단풍,37.475441,127.005402
서울둘레길 4코스,둘레길 전망,37.476524,127.007324
서울둘레길 4코스,쉼터,37.478703,127.017349
서울둘레길 4코스,쉼터,37.47649,127.018639
서울둘레길 4코스,쉼터,37.477161,127.021446
서울둘레길 4코스,쉼터,37.47673,127.022057
서울둘레길 4코스,쉼터,37.476276,127.022835
서울둘레길 4코스,쉼터,37.475712,127.024483
서울둘레길 4코스,둘레길 단풍,37.474857,127.026337
서울둘레길 4코스,우면지구 근린공원,37.473198,127.02919
서울둘레길 4코스,바이크 보관장소,37.473598,127.030708
서울둘레길 4코스,쉼터,37.471554,127.033768
서울둘레길 4코스,화장실,37.47142,127.034569
서울둘레길 4코스,안내소,37.47126,127.034836
서울둘레길 4코스,둘레길 단풍,37.470905,127.035217
서울둘레길 4코스,둘레길 방향 정보,37.470745,127.035515
서울둘레길 4코스,쉼터,37.470333,127.035866
서울둘레길 4코스,편의점,37.470181,127.036194
서울둘레길 4코스,음수대,37.470158,127.036263
서울둘레길 4코스,시민의 숲 화장실,37.47015,127.036407
서울둘레길 4코스,둘레길 방향 정보,37.470016,127.036743
서울둘레길 4코스,시민의 숲 관리사무소,37.47002,127.036743
서울둘레길 4코스,서울둘레길 4코스2구간 인증장소,37.469925,127.036942
서울둘레길 4코스,양재시민의숲 단풍,37.46933,127.038063
서울둘레길 4코스,둘레길 양제천의 가을풍경,37.469349,127.03817
서울둘레길 4코스,쉄터12,37.477539,127.095657
서울둘레길 5코스,갈림길,37.468651,126.970894
서울둘레길 5코스,갈림길,37.46833,126.946205
서울둘레길 5코스,갈림길,37.468601,126.970284
서울둘레길 5코스,갈림길,37.465847,126.966072
서울둘레길 5코스,갈림길,37.465683,126.964661
서울둘레길 5코스,까치,37.455311,126.92878
서울둘레길 5코스,갈림길,37.449448,126.922401
서울둘레길 5코스,갈림길,37.449287,126.922592
서울둘레길 5코스,갈림길,37.450123,126.922867
서울둘레길 5코스,갈림길,37.450893,126.923622
서울둘레길 5코스,나들이숲 화장실,37.462646,126.947556
서울둘레길 5코스,화장실,37.466629,126.94709
서울둘레길 5코스,관악산 폭포쉼터,37.467487,126.9468
서울둘레길 5코스,관악산 서울대 등산로 입구,37.468033,126.946457
서울둘레길 5코스,광장화장실,37.468361,126.94593
서울둘레길 5코스,관악산지하 음식 백화점,37.468239,126.945541
서울둘레길 5코스,관악산입구,37.468174,126.946541
서울둘레길 5코스,갈림길,37.451054,126.924156
서울둘레길 5코스,갈림길,37.452389,126.926178
서울둘레길 5코스,갈림길,37.452751,126.925972
서울둘레길 5코스,갈림길,37.455051,126.928802
서울둘레길 5코스,갈림길,37.454723,126.929337
서울둘레길 5코스,정자,37.469204,126.978355
서울둘레길 5코스,정자,37.469204,126.978355
서울둘레길 5코스,화장실,37.469513,126.978226
서울둘레길 5코스,쉼터,37.468494,126.976807
서울둘레길 5코스,삼성산 성지,37.455303,126.928841
서울둘레길 5코스,둘레길 방향 정보,37.456352,126.932007
서울둘레길 5코스,산사태 위험지역,37.456589,126.933105
서울둘레길 5코스,갈림길,37.451958,126.925179
서울둘레길 5코스,화장실,37.456036,126.930832
서울둘레길 5코스,갈림길,37.455406,126.929665
서울둘레길 5코스,둘레길 정승,37.463352,126.94693
서울둘레길 5코스,관악산 시도서실,37.468369,126.94619
서울둘레길 5코스,둘레길 전망,37.467098,126.947479
서울둘레길 5코스,미니스탑,37.466679,126.947853
서울둘레길 5코스,갈림길,37.468491,126.970123
서울둘레길 5코스,갈림길,37.46822,126.969353
서울둘레길 5코스,갈림길,37.467339,126.969444
서울둘레길 5코스,갈림길,37.466125,126.968491
서울둘레길 5코스,갈림길,37.466515,126.968025
서울둘레길 5코스,갈림길,37.466576,126.967804
서울둘레길 5코스,갈림길,37.46862,126.963356
서울둘레길 5코스,광장화장실,37.468227,126.9459
서울둘레길 5코스,나들이숲화장실,37.46299,126.947884
서울둘레길 5코스,석수역,37.434185,126.902771
서울둘레길 5코스,호암산숲길공원,37.433907,126.906624
서울둘레길 5코스,호암숲공원 화장실,37.433826,126.906898
서울둘레길 5코스,관악산휴게트리전망대,37.469414,126.96254
서울둘레길 5코스,벤치,37.469978,126.960442
서울둘레길 5코스,화장실,37.470718,126.959618
서울둘레길 5코스,갈림길,37.454674,126.927483
서울둘레길 5코스,갈림길,37.452366,126.92617
서울둘레길 5코스,갈림길,37.451962,126.925446
서울둘레길 5코스,보덕사,37.459663,126.939217
서울둘레길 5코스,작은 공터,37.459896,126.939331
서울둘레길 5코스,약수암위 헬기장,37.459232,126.936523
서울둘레길 5코스,화장실,37.459061,126.936295
서울둘레길 5코스,벤치,37.458076,126.935555
서울둘레길 5코스,작은공터,37.457012,126.934441
서울둘레길 5코스,관악산트리전망대,37.456532,126.933609
서울둘레길 5코스,유아동네숲터,37.456505,126.932976
서울둘레길 5코스,화장실,37.456055,126.930984
서울둘레길 5코스,둘레길 방향 정보,37.46656,126.948204
서울둘레길 5코스,호암늘솔길 화장실,37.451,126.923416
서울둘레길 5코스,호암산 숲길공원 화장실,37.433823,126.906799
서울둘레길 5코스,석수역,37.434666,126.902504
서울둘레길 5코스,덕수소공원,37.433941,126.906181
서울둘레길 5코스,호암산숲길공원,37.433945,126.90657
서울둘레길 5코스,강감찬장군 동상(기마상),37.47134,126.959297
서울둘레길 5코스,화장실,37.466801,126.946983
서울둘레길 5코스,명랑시대 쌀핫도그,37.474854,126.982033
서울둘레길 5코스,석수역,37.434105,126.901962
서울둘레길 5코스,벤치,37.469036,126.971245
서울둘레길 5코스,등산로 샛길폐쇄,37.468765,126.971764
서울둘레길 5코스,등산로 샛길폐쇄,37.468887,126.971977
서울둘레길 5코스,공터,37.468494,126.975319
서울둘레길 5코스,관악체육센터,37.46806,126.976555
서울둘레길 5코스,정자,37.436115,126.909798
서울둘레길 5코스,벤치,37.43811,126.908966
서울둘레길 5코스,벤치,37.43837,126.909119
서울둘레길 5코스,벤치,37.439339,126.910431
서울둘레길 5코스,불로천약수터,37.44059,126.911186
서울둘레길 5코스,벤치,37.441109,126.911835
서울둘레길 5코스,돌탑,37.441917,126.914459
서울둘레길 5코스,벤치,37.442589,126.916862
서울둘레길 5코스,시흥계곡,37.443264,126.917442
서울둘레길 5코스,옹달샘 약수터,37.443577,126.917465
서울둘레길 5코스,길옆 벤치,37.444305,126.918098
서울둘레길 5코스,호암산폭포,37.44569,126.918968
서울둘레길 5코스,산비탈,37.449932,126.923019
서울둘레길 5코스,돌계단,37.45026,126.922989
서울둘레길 5코스,돌계단 양옆 쉼터,37.450523,126.923279
서울둘레길 5코스,호압사 근처 공터,37.452385,126.926102
서울둘레길 5코스,석약사불좌상,37.452564,126.925377
서울둘레길 5코스,호압사,37.452583,126.925682
서울둘레길 5코스,계단 옆 벤치,37.452873,126.926239
서울둘레길 5코스,길 옆 작은 공터,37.453674,126.927277
서울둘레길 5코스,공터,37.454334,126.927399
서울둘레길 5코스,화장실,37.455097,126.928207
서울둘레길 5코스,삼성산 성지,37.455307,126.92923
서울둘레길 5코스,작은공터,37.451614,126.925064
서울둘레길 5코스,배드민턴장,37.460148,126.94239
서울둘레길 5코스,정자,37.460163,126.942848
서울둘레길 5코스,길옆 바위 위,37.46064,126.943985
서울둘레길 5코스,벤치,37.462513,126.946037
서울둘레길 5코스,장승,37.463291,126.946953
서울둘레길 5코스,팔각정,37.463509,126.947281
서울둘레길 5코스,약수터,37.465912,126.947372
서울둘레길 5코스,관악산 가는길,37.466557,126.947044
서울둘레길 5코스,관악산등산로입구,37.468159,126.946167
서울둘레길 5코스,관악산공원관리사무소,37.468273,126.946205
서울둘레길 5코스,관악산 폭포쉼터,37.467602,126.946808
서울둘레길 5코스,관악산공원 신림계곡,37.467125,126.94751
서울둘레길 5코스,화장실,37.466618,126.948006
서울둘레길 5코스,둘레길 산 입구 쉼터,37.46994,126.952431
서울둘레길 5코스,넓은 공터,37.470963,126.953438
서울둘레길 5코스,길가에 벤치들,37.472893,126.956352
서울둘레길 5코스,강감찬카페 옆 넓은 공터,37.471924,126.958977
서울둘레길 5코스,화장실,37.471718,126.959274
서울둘레길 5코스,안국문,37.471207,126.959663
서울둘레길 5코스,안국사,37.471046,126.960129
서울둘레길 5코스,정자,37.467743,126.964264
서울둘레길 5코스,조망대,37.466122,126.964432
서울둘레길 5코스,인헌신림쉼터,37.466515,126.9673
서울둘레길 5코스,화장실,37.466625,126.969261
서울둘레길 5코스,무당골,37.466934,126.9692
서울둘레길 5코스,나무데크쉼터 두군데,37.467068,126.969398
서울둘레길 5코스,쉼터,37.457054,126.934418
서울둘레길 5코스,작은 공터,37.467709,126.969269
서울둘레길 5코스,서울대 정문앞 단풍,37.466927,126.949013
서울둘레길 5코스,계단 끝 벤치,37.468193,126.969467
서울둘레길 5코스,gs25편의점,37.472748,126.978485
서울둘레길 5코스,편의점,37.46674,126.947906
서울둘레길 5코스,광장 화장실,37.468296,126.94593
서울둘레길 5코스,관악산 공원,37.468204,126.946144
서울둘레길 5코스,관악산 나들길 화장실,37.466957,126.946991
서울둘레길 5코스,화장실,37.455467,126.929497
서울둘레길 5코스,쉼터,37.469906,126.952339
서울둘레길 5코스,유아동네숲터,37.468182,126.969643
서울둘레길 5코스,산불장비보관소 옆,37.468502,126.970352
서울둘레길 5코스,공원광장쉼터,37.435272,126.910461
서울둘레길 5코스,공중화장실,37.46674,126.948685
서울둘레길 5코스,등산로입구 쉼터,37.467091,126.947647
서울둘레길 5코스,미니스톱 편의점,37.46677,126.947876
서울둘레길 5코스,서울대정문정류장,37.466702,126.94783
서울둘레길 5코스,서울대입구화장실,37.466778,126.947845
서울둘레길 5코스,서울대입구,37.466751,126.947868
서울둘레길 5코스,관악산 공원,37.467903,126.946655
서울둘레길 5코스,나들이숲 화장싴,37.462978,126.947807
서울둘레길 5코스,약수터,37.465721,126.947563
서울둘레길 5코스,화장실,37.466652,126.947151
서울둘레길 5코스,폭포쉼터,37.46743,126.946808
서울둘레길 5코스,식당,37.468151,126.946335
서울둘레길 5코스,관악산공원,37.468285,126.94619
서울둘레길 5코스,버스정류장,37.468143,126.946587
서울둘레길 5코스,만남의 광장 주차장,37.468395,126.94532
서울둘레길 5코스,"관악산 식당, 음식백화점 등",37.468342,126.946182
서울둘레길 5코스,"관악산입구, 관악아트홀, 중앙도서관",37.468037,126.946655
서울둘레길 5코스,서울대학교,37.466717,126.947868
서울둘레길 5코스,4호선 사당역 4번출구,37.475006,126.981636
서울둘레길 5코스,화장실,37.466587,126.948074
서울둘레길 5코스,둘레길 방향 정보,37.471901,126.958191
서울둘레길 5코스,화장실,37.433849,126.906837
서울둘레길 5코스,1호선 석수역 2번출구,37.434219,126.902138
서울둘레길 5코스,둘레길 방향 정보,37.434155,126.902008
서울둘레길 5코스,붓꽃,37.467831,126.950439
서울둘레길 5코스,둘레길 방향 정보,37.469131,126.952011
서울둘레길 5코스,갈림길,37.458858,126.936096
서울둘레길 5코스,갈림길,37.46003,126.939011
서울둘레길 5코스,안국사,37.471134,126.960052
서울둘레길 5코스,둘레길 방향 정보,37.471306,126.959259
서울둘레길 5코스,둘레길 조망,37.46701,126.969307
서울둘레길 5코스,화장실,37.467648,126.977493
